ppo, pdo, tpo, tdo
a lawyer made a book for a teacher .,a lawyer made a teacher a book .,the minister took the machine to the actor .,the minister took the actor the machine .
a scientist caught a glass for a king .,a scientist caught a king a glass .,the author took the television to the employee .,the author took the employee the television .
the chief designed the camera for the husband .,the chief designed the husband the camera .,a teacher brought a meal to a lady .,a teacher brought a lady a meal .
the buddy fed the chicken to the president .,the buddy fed the president the chicken .,an author made a book for a secretary .,an author made a secretary a book .
a doctor promised a tea to an aunt .,a doctor promised an aunt a tea .,the child drew the gun for the corporation .,the child drew the corporation the gun .
the partner brought the juice to the business .,the partner brought the business the juice .,a colonel left a bowl for a brother .,a colonel left a brother a bowl .
a student purchased a chicken for a hero .,a student purchased a hero a chicken .,the nurse gave the juice to the administration .,the nurse gave the administration the juice .
the lawyer threw the cheese to the singer .,the lawyer threw the singer the cheese .,a sheriff kept a juice for a leader .,a sheriff kept a leader a juice .
the president took the plate to the minister .,the president took the minister the plate .,a student purchased a crystal for a band .,a student purchased a band a crystal .
a chief found a coffee for a club .,a chief found a club a coffee .,the writer threw the pie to the professor .,the writer threw the professor the pie .
a scientist threw a coat to a girl .,a scientist threw a girl a coat .,the aunt purchased the beer for the club .,the aunt purchased the club the beer .
the uncle saved the juice for the boy .,the uncle saved the boy the juice .,a bishop promised a coffee to a scientist .,a bishop promised a scientist a coffee .
a boy brought a juice to a band .,a boy brought a band a juice .,the student kept the coffee for the company .,the student kept the company the coffee .
an actress showed a salad to a business .,an actress showed a business a salad .,the attorney saved the candy for the kid .,the attorney saved the kid the candy .
a student found a tea for a girl .,a student found a girl a tea .,the brother sold the salad to the cop .,the brother sold the cop the salad .
a champion showed a salad to a club .,a champion showed a club a salad .,the girl got the telephone for the band .,the girl got the band the telephone .
a buddy caught a bag for a colonel .,a buddy caught a colonel a bag .,the attorney fed the cheese to the president .,the attorney fed the president the cheese .
the buddy purchased the pie for the company .,the buddy purchased the company the pie .,a girl showed a salad to a professor .,a girl showed a professor a salad .
a king designed a log for a worker .,a king designed a worker a log .,the opponent took the computer to the guy .,the opponent took the guy the computer .
the soldier fed the meal to the father .,the soldier fed the father the meal .,a cousin drew a bell for a champion .,a cousin drew a champion a bell .
the colonel saved the candy for the president .,the colonel saved the president the candy .,a brother sent a beer to a champion .,a brother sent a champion a beer .
the husband caught the card for the president .,the husband caught the president the card .,a child promised a tea to a worker .,a child promised a worker a tea .
an employee threw a juice to an opponent .,an employee threw an opponent a juice .,the captain found the pie for the doctor .,the captain found the doctor the pie .
a boy threw a beer to a colonel .,a boy threw a colonel a beer .,the employee left the coffee for the daughter .,the employee left the daughter the coffee .
an aunt designed a plate for a woman .,an aunt designed a woman a plate .,the writer sent the meal to the administration .,the writer sent the administration the meal .
the princess saved the coffee for the cousin .,the princess saved the cousin the coffee .,an opponent promised a button to a lady .,an opponent promised a lady a button .
an actor sold a beer to a corporation .,an actor sold a corporation a beer .,the employer kept the cheese for the woman .,the employer kept the woman the cheese .
a friend brought a meal to a company .,a friend brought a company a meal .,the secretary saved the box for the hero .,the secretary saved the hero the box .
